date,score,country,term,translated_term,score_difference,date_str
10.04.2020,25,ger,facemask,maske,20.0,10.04.2020
10.11.2020,31,ger,facemask,maske,26.0,10.11.2020
18.10.2020,40,ger,facemask,maske,34.0,18.10.2020
25.10.2020,51,ger,facemask,maske,44.0,25.10.2020
11.01.2020,35,ger,facemask,maske,31.0,11.01.2020
11.03.2019,1,nl,facemask,mondkapje,0.0,11.03.2019
11.10.2019,1,nl,facemask,mondkapje,0.0,11.10.2019
17.11.2019,1,nl,facemask,mondkapje,0.0,17.11.2019
24.11.2019,1,nl,facemask,mondkapje,0.0,24.11.2019
12.01.2019,1,nl,facemask,mondkapje,0.0,12.01.2019
12.08.2019,1,nl,facemask,mondkapje,0.0,12.08.2019
15.12.2019,1,nl,facemask,mondkapje,0.0,15.12.2019
22.12.2019,1,nl,facemask,mondkapje,0.0,22.12.2019
29.12.2019,1,nl,facemask,mondkapje,0.0,29.12.2019
01.05.2020,1,nl,facemask,mondkapje,0.0,01.05.2020
01.12.2020,1,nl,facemask,mondkapje,0.0,01.12.2020
19.01.2020,2,nl,facemask,mondkapje,1.0,19.01.2020
26.01.2020,6,nl,facemask,mondkapje,5.0,26.01.2020
02.02.2020,2,nl,facemask,mondkapje,1.0,02.02.2020
02.09.2020,1,nl,facemask,mondkapje,0.0,02.09.2020
16.02.2020,1,nl,facemask,mondkapje,0.0,16.02.2020
23.02.2020,26,nl,facemask,mondkapje,25.0,23.02.2020
03.01.2020,7,nl,facemask,mondkapje,7.0,03.01.2020
03.08.2020,5,nl,facemask,mondkapje,4.0,03.08.2020
15.03.2020,16,nl,facemask,mondkapje,15.0,15.03.2020
22.03.2020,11,nl,facemask,mondkapje,10.0,22.03.2020
29.03.2020,7,nl,facemask,mondkapje,6.0,29.03.2020
04.05.2020,5,nl,facemask,mondkapje,4.0,04.05.2020
04.12.2020,8,nl,facemask,mondkapje,7.0,04.12.2020
19.04.2020,7,nl,facemask,mondkapje,6.0,19.04.2020
26.04.2020,13,nl,facemask,mondkapje,12.0,26.04.2020
05.03.2020,65,nl,facemask,mondkapje,64.0,05.03.2020
05.10.2020,37,nl,facemask,mondkapje,36.0,05.10.2020
17.05.2020,27,nl,facemask,mondkapje,26.0,17.05.2020
24.05.2020,20,nl,facemask,mondkapje,19.0,24.05.2020
31.05.2020,26,nl,facemask,mondkapje,25.0,31.05.2020
06.07.2020,16,nl,facemask,mondkapje,15.0,06.07.2020
14.06.2020,15,nl,facemask,mondkapje,14.0,14.06.2020
21.06.2020,12,nl,facemask,mondkapje,11.0,21.06.2020
28.06.2020,15,nl,facemask,mondkapje,14.0,28.06.2020
07.05.2020,19,nl,facemask,mondkapje,18.0,07.05.2020
07.12.2020,25,nl,facemask,mondkapje,24.0,07.12.2020
19.07.2020,36,nl,facemask,mondkapje,35.0,19.07.2020
26.07.2020,32,nl,facemask,mondkapje,31.0,26.07.2020
08.02.2020,26,nl,facemask,mondkapje,25.0,08.02.2020
08.09.2020,16,nl,facemask,mondkapje,15.0,08.09.2020
16.08.2020,17,nl,facemask,mondkapje,17.0,16.08.2020
23.08.2020,16,nl,facemask,mondkapje,15.0,23.08.2020
30.08.2020,12,nl,facemask,mondkapje,11.0,30.08.2020
09.06.2020,8,nl,facemask,mondkapje,7.0,09.06.2020
13.09.2020,9,nl,facemask,mondkapje,8.0,13.09.2020
20.09.2020,10,nl,facemask,mondkapje,9.0,20.09.2020
27.09.2020,100,nl,facemask,mondkapje,99.0,27.09.2020
10.04.2020,70,nl,facemask,mondkapje,69.0,10.04.2020
10.11.2020,85,nl,facemask,mondkapje,84.0,10.11.2020
18.10.2020,42,nl,facemask,mondkapje,41.0,18.10.2020
25.10.2020,28,nl,facemask,mondkapje,27.0,25.10.2020
11.01.2020,19,nl,facemask,mondkapje,18.0,11.01.2020
11.03.2019,18,ger,grocerydelivery,lieferdienst,3.0,11.03.2019
11.10.2019,18,ger,grocerydelivery,lieferdienst,2.0,11.10.2019
17.11.2019,17,ger,grocerydelivery,lieferdienst,3.0,17.11.2019
24.11.2019,20,ger,grocerydelivery,lieferdienst,0.0,24.11.2019
12.01.2019,21,ger,grocerydelivery,lieferdienst,1.0,12.01.2019
12.08.2019,19,ger,grocerydelivery,lieferdienst,-1.0,12.08.2019
15.12.2019,20,ger,grocerydelivery,lieferdienst,2.0,15.12.2019
22.12.2019,25,ger,grocerydelivery,lieferdienst,4.0,22.12.2019
29.12.2019,26,ger,grocerydelivery,lieferdienst,-2.0,29.12.2019
01.05.2020,18,ger,grocerydelivery,lieferdienst,0.0,01.05.2020
01.12.2020,23,ger,grocerydelivery,lieferdienst,3.0,01.12.2020
19.01.2020,18,ger,grocerydelivery,lieferdienst,-2.0,19.01.2020
26.01.2020,21,ger,grocerydelivery,lieferdienst,4.0,26.01.2020
02.02.2020,20,ger,grocerydelivery,lieferdienst,0.0,02.02.2020
02.09.2020,21,ger,grocerydelivery,lieferdienst,2.0,02.09.2020
16.02.2020,18,ger,grocerydelivery,lieferdienst,1.0,16.02.2020
23.02.2020,19,ger,grocerydelivery,lieferdienst,0.0,23.02.2020
03.01.2020,17,ger,grocerydelivery,lieferdienst,-5.0,03.01.2020
03.08.2020,26,ger,grocerydelivery,lieferdienst,11.0,03.08.2020
15.03.2020,82,ger,grocerydelivery,lieferdienst,63.0,15.03.2020
22.03.2020,89,ger,grocerydelivery,lieferdienst,67.0,22.03.2020
29.03.2020,100,ger,grocerydelivery,lieferdienst,84.0,29.03.2020
04.05.2020,79,ger,grocerydelivery,lieferdienst,60.0,04.05.2020
04.12.2020,45,ger,grocerydelivery,lieferdienst,27.0,04.12.2020
19.04.2020,46,ger,grocerydelivery,lieferdienst,28.0,19.04.2020
26.04.2020,56,ger,grocerydelivery,lieferdienst,35.0,26.04.2020
05.03.2020,35,ger,grocerydelivery,lieferdienst,17.0,05.03.2020
05.10.2020,35,ger,grocerydelivery,lieferdienst,18.0,05.10.2020
17.05.2020,42,ger,grocerydelivery,lieferdienst,27.0,17.05.2020
24.05.2020,33,ger,grocerydelivery,lieferdienst,15.0,24.05.2020
31.05.2020,31,ger,grocerydelivery,lieferdienst,16.0,31.05.2020
06.07.2020,28,ger,grocerydelivery,lieferdienst,9.0,06.07.2020
14.06.2020,32,ger,grocerydelivery,lieferdienst,17.0,14.06.2020
21.06.2020,25,ger,grocerydelivery,lieferdienst,8.0,21.06.2020
28.06.2020,26,ger,grocerydelivery,lieferdienst,9.0,28.06.2020
07.05.2020,25,ger,grocerydelivery,lieferdienst,8.0,07.05.2020
07.12.2020,28,ger,grocerydelivery,lieferdienst,9.0,07.12.2020
19.07.2020,26,ger,grocerydelivery,lieferdienst,11.0,19.07.2020
26.07.2020,28,ger,grocerydelivery,lieferdienst,7.0,26.07.2020
08.02.2020,34,ger,grocerydelivery,lieferdienst,12.0,08.02.2020
08.09.2020,34,ger,grocerydelivery,lieferdienst,10.0,08.09.2020
16.08.2020,29,ger,grocerydelivery,lieferdienst,10.0,16.08.2020
23.08.2020,33,ger,grocerydelivery,lieferdienst,16.0,23.08.2020
30.08.2020,25,ger,grocerydelivery,lieferdienst,9.0,30.08.2020
09.06.2020,26,ger,grocerydelivery,lieferdienst,7.0,09.06.2020
13.09.2020,26,ger,grocerydelivery,lieferdienst,5.0,13.09.2020
20.09.2020,28,ger,grocerydelivery,lieferdienst,10.0,20.09.2020
27.09.2020,31,ger,grocerydelivery,lieferdienst,7.0,27.09.2020
10.04.2020,24,ger,grocerydelivery,lieferdienst,2.0,10.04.2020
10.11.2020,31,ger,grocerydelivery,lieferdienst,15.0,10.11.2020
18.10.2020,33,ger,grocerydelivery,lieferdienst,16.0,18.10.2020
25.10.2020,35,ger,grocerydelivery,lieferdienst,9.0,25.10.2020
11.01.2020,41,ger,grocerydelivery,lieferdienst,23.0,11.01.2020
11.03.2019,9,nl,grocerydelivery,boodschappenbezorgen,-2.0,11.03.2019
11.10.2019,3,nl,grocerydelivery,boodschappenbezorgen,-12.0,11.10.2019
17.11.2019,5,nl,grocerydelivery,boodschappenbezorgen,0.0,17.11.2019
24.11.2019,8,nl,grocerydelivery,boodschappenbezorgen,0.0,24.11.2019
12.01.2019,7,nl,grocerydelivery,boodschappenbezorgen,-2.0,12.01.2019
12.08.2019,5,nl,grocerydelivery,boodschappenbezorgen,-6.0,12.08.2019
15.12.2019,9,nl,grocerydelivery,boodschappenbezorgen,1.0,15.12.2019
22.12.2019,3,nl,grocerydelivery,boodschappenbezorgen,-5.0,22.12.2019
29.12.2019,5,nl,grocerydelivery,boodschappenbezorgen,-8.0,29.12.2019
01.05.2020,8,nl,grocerydelivery,boodschappenbezorgen,0.0,01.05.2020
01.12.2020,6,nl,grocerydelivery,boodschappenbezorgen,-2.0,01.12.2020
19.01.2020,4,nl,grocerydelivery,boodschappenbezorgen,-6.0,19.01.2020
26.01.2020,6,nl,grocerydelivery,boodschappenbezorgen,-5.0,26.01.2020
02.02.2020,13,nl,grocerydelivery,boodschappenbezorgen,3.0,02.02.2020
02.09.2020,8,nl,grocerydelivery,boodschappenbezorgen,-3.0,02.09.2020
16.02.2020,10,nl,grocerydelivery,boodschappenbezorgen,-4.0,16.02.2020
23.02.2020,16,nl,grocerydelivery,boodschappenbezorgen,8.0,23.02.2020
03.01.2020,7,nl,grocerydelivery,boodschappenbezorgen,0.0,03.01.2020
03.08.2020,29,nl,grocerydelivery,boodschappenbezorgen,22.0,03.08.2020
15.03.2020,93,nl,grocerydelivery,boodschappenbezorgen,87.0,15.03.2020
22.03.2020,100,nl,grocerydelivery,boodschappenbezorgen,95.0,22.03.2020
29.03.2020,45,nl,grocerydelivery,boodschappenbezorgen,36.0,29.03.2020
04.05.2020,18,nl,grocerydelivery,boodschappenbezorgen,10.0,04.05.2020
04.12.2020,16,nl,grocerydelivery,boodschappenbezorgen,10.0,04.12.2020
19.04.2020,17,nl,grocerydelivery,boodschappenbezorgen,14.0,19.04.2020
26.04.2020,8,nl,grocerydelivery,boodschappenbezorgen,3.0,26.04.2020
05.03.2020,8,nl,grocerydelivery,boodschappenbezorgen,0.0,05.03.2020
05.10.2020,11,nl,grocerydelivery,boodschappenbezorgen,4.0,05.10.2020
17.05.2020,8,nl,grocerydelivery,boodschappenbezorgen,2.0,17.05.2020
24.05.2020,9,nl,grocerydelivery,boodschappenbezorgen,2.0,24.05.2020
31.05.2020,8,nl,grocerydelivery,boodschappenbezorgen,2.0,31.05.2020
06.07.2020,7,nl,grocerydelivery,boodschappenbezorgen,2.0,06.07.2020
14.06.2020,12,nl,grocerydelivery,boodschappenbezorgen,5.0,14.06.2020
21.06.2020,4,nl,grocerydelivery,boodschappenbezorgen,-8.0,21.06.2020
28.06.2020,6,nl,grocerydelivery,boodschappenbezorgen,-5.0,28.06.2020
07.05.2020,8,nl,grocerydelivery,boodschappenbezorgen,4.0,07.05.2020
07.12.2020,7,nl,grocerydelivery,boodschappenbezorgen,1.0,07.12.2020
19.07.2020,10,nl,grocerydelivery,boodschappenbezorgen,1.0,19.07.2020
26.07.2020,10,nl,grocerydelivery,boodschappenbezorgen,1.0,26.07.2020
08.02.2020,8,nl,grocerydelivery,boodschappenbezorgen,-5.0,08.02.2020
08.09.2020,8,nl,grocerydelivery,boodschappenbezorgen,4.0,08.09.2020
16.08.2020,9,nl,grocerydelivery,boodschappenbezorgen,3.0,16.08.2020
23.08.2020,12,nl,grocerydelivery,boodschappenbezorgen,4.0,23.08.2020
30.08.2020,12,nl,grocerydelivery,boodschappenbezorgen,5.0,30.08.2020
09.06.2020,10,nl,grocerydelivery,boodschappenbezorgen,2.0,09.06.2020
13.09.2020,16,nl,grocerydelivery,boodschappenbezorgen,3.0,13.09.2020
20.09.2020,15,nl,grocerydelivery,boodschappenbezorgen,5.0,20.09.2020
27.09.2020,20,nl,grocerydelivery,boodschappenbezorgen,13.0,27.09.2020
10.04.2020,29,nl,grocerydelivery,boodschappenbezorgen,20.0,10.04.2020
10.11.2020,36,nl,grocerydelivery,boodschappenbezorgen,32.0,10.11.2020
18.10.2020,23,nl,grocerydelivery,boodschappenbezorgen,18.0,18.10.2020
25.10.2020,23,nl,grocerydelivery,boodschappenbezorgen,20.0,25.10.2020
11.01.2020,12,nl,grocerydelivery,boodschappenbezorgen,3.0,11.01.2020
11.03.2019,2,uk,grocerydelivery,grocerydelivery,0.0,11.03.2019
11.10.2019,4,uk,grocerydelivery,grocerydelivery,2.0,11.10.2019
17.11.2019,4,uk,grocerydelivery,grocerydelivery,2.0,17.11.2019
24.11.2019,3,uk,grocerydelivery,grocerydelivery,0.0,24.11.2019
12.01.2019,3,uk,grocerydelivery,grocerydelivery,0.0,12.01.2019
12.08.2019,3,uk,grocerydelivery,grocerydelivery,1.0,12.08.2019
15.12.2019,5,uk,grocerydelivery,grocerydelivery,2.0,15.12.2019
22.12.2019,3,uk,grocerydelivery,grocerydelivery,2.0,22.12.2019
29.12.2019,4,uk,grocerydelivery,grocerydelivery,2.0,29.12.2019
01.05.2020,4,uk,grocerydelivery,grocerydelivery,1.0,01.05.2020
01.12.2020,3,uk,grocerydelivery,grocerydelivery,0.0,01.12.2020
19.01.2020,3,uk,grocerydelivery,grocerydelivery,1.0,19.01.2020
26.01.2020,4,uk,grocerydelivery,grocerydelivery,1.0,26.01.2020
02.02.2020,3,uk,grocerydelivery,grocerydelivery,0.0,02.02.2020
02.09.2020,5,uk,grocerydelivery,grocerydelivery,2.0,02.09.2020
16.02.2020,4,uk,grocerydelivery,grocerydelivery,2.0,16.02.2020
23.02.2020,3,uk,grocerydelivery,grocerydelivery,1.0,23.02.2020
03.01.2020,5,uk,grocerydelivery,grocerydelivery,2.0,03.01.2020
03.08.2020,9,uk,grocerydelivery,grocerydelivery,6.0,03.08.2020
15.03.2020,43,uk,grocerydelivery,grocerydelivery,41.0,15.03.2020
22.03.2020,100,uk,grocerydelivery,grocerydelivery,97.0,22.03.2020
29.03.2020,63,uk,grocerydelivery,grocerydelivery,61.0,29.03.2020
04.05.2020,39,uk,grocerydelivery,grocerydelivery,37.0,04.05.2020
04.12.2020,32,uk,grocerydelivery,grocerydelivery,29.0,04.12.2020
19.04.2020,22,uk,grocerydelivery,grocerydelivery,20.0,19.04.2020
26.04.2020,16,uk,grocerydelivery,grocerydelivery,13.0,26.04.2020
05.03.2020,11,uk,grocerydelivery,grocerydelivery,9.0,05.03.2020
05.10.2020,12,uk,grocerydelivery,grocerydelivery,10.0,05.10.2020
17.05.2020,9,uk,grocerydelivery,grocerydelivery,8.0,17.05.2020
24.05.2020,8,uk,grocerydelivery,grocerydelivery,6.0,24.05.2020
31.05.2020,8,uk,grocerydelivery,grocerydelivery,5.0,31.05.2020
06.07.2020,6,uk,grocerydelivery,grocerydelivery,4.0,06.07.2020
14.06.2020,7,uk,grocerydelivery,grocerydelivery,4.0,14.06.2020
21.06.2020,6,uk,grocerydelivery,grocerydelivery,3.0,21.06.2020
28.06.2020,4,uk,grocerydelivery,grocerydelivery,1.0,28.06.2020
07.05.2020,5,uk,grocerydelivery,grocerydelivery,2.0,07.05.2020
07.12.2020,3,uk,grocerydelivery,grocerydelivery,1.0,07.12.2020
19.07.2020,5,uk,grocerydelivery,grocerydelivery,3.0,19.07.2020
26.07.2020,6,uk,grocerydelivery,grocerydelivery,3.0,26.07.2020
08.02.2020,6,uk,grocerydelivery,grocerydelivery,3.0,08.02.2020
08.09.2020,5,uk,grocerydelivery,grocerydelivery,2.0,08.09.2020
16.08.2020,5,uk,grocerydelivery,grocerydelivery,2.0,16.08.2020
23.08.2020,7,uk,grocerydelivery,grocerydelivery,4.0,23.08.2020
30.08.2020,8,uk,grocerydelivery,grocerydelivery,5.0,30.08.2020
09.06.2020,7,uk,grocerydelivery,grocerydelivery,4.0,09.06.2020
13.09.2020,5,uk,grocerydelivery,grocerydelivery,2.0,13.09.2020
20.09.2020,8,uk,grocerydelivery,grocerydelivery,6.0,20.09.2020
27.09.2020,9,uk,grocerydelivery,grocerydelivery,6.0,27.09.2020
10.04.2020,9,uk,grocerydelivery,grocerydelivery,6.0,10.04.2020
10.11.2020,7,uk,grocerydelivery,grocerydelivery,4.0,10.11.2020
18.10.2020,6,uk,grocerydelivery,grocerydelivery,2.0,18.10.2020
25.10.2020,6,uk,grocerydelivery,grocerydelivery,3.0,25.10.2020
11.01.2020,9,uk,grocerydelivery,grocerydelivery,7.0,11.01.2020
11.03.2019,2,ger,hand-sanitizer,desinfektionsmittel,0.0,11.03.2019
11.10.2019,2,ger,hand-sanitizer,desinfektionsmittel,0.0,11.10.2019
17.11.2019,2,ger,hand-sanitizer,desinfektionsmittel,1.0,17.11.2019
24.11.2019,2,ger,hand-sanitizer,desinfektionsmittel,0.0,24.11.2019
12.01.2019,2,ger,hand-sanitizer,desinfektionsmittel,1.0,12.01.2019
12.08.2019,1,ger,hand-sanitizer,desinfektionsmittel,0.0,12.08.2019
15.12.2019,1,ger,hand-sanitizer,desinfektionsmittel,0.0,15.12.2019
22.12.2019,1,ger,hand-sanitizer,desinfektionsmittel,0.0,22.12.2019
29.12.2019,1,ger,hand-sanitizer,desinfektionsmittel,0.0,29.12.2019
01.05.2020,2,ger,hand-sanitizer,desinfektionsmittel,1.0,01.05.2020
01.12.2020,1,ger,hand-sanitizer,desinfektionsmittel,0.0,01.12.2020
19.01.2020,2,ger,hand-sanitizer,desinfektionsmittel,1.0,19.01.2020
26.01.2020,4,ger,hand-sanitizer,desinfektionsmittel,2.0,26.01.2020
02.02.2020,4,ger,hand-sanitizer,desinfektionsmittel,2.0,02.02.2020
02.09.2020,3,ger,hand-sanitizer,desinfektionsmittel,1.0,02.09.2020
16.02.2020,2,ger,hand-sanitizer,desinfektionsmittel,0.0,16.02.2020
23.02.2020,72,ger,hand-sanitizer,desinfektionsmittel,71.0,23.02.2020
03.01.2020,91,ger,hand-sanitizer,desinfektionsmittel,89.0,03.01.2020
03.08.2020,93,ger,hand-sanitizer,desinfektionsmittel,92.0,03.08.2020
15.03.2020,100,ger,hand-sanitizer,desinfektionsmittel,99.0,15.03.2020
22.03.2020,58,ger,hand-sanitizer,desinfektionsmittel,56.0,22.03.2020
29.03.2020,33,ger,hand-sanitizer,desinfektionsmittel,32.0,29.03.2020
04.05.2020,20,ger,hand-sanitizer,desinfektionsmittel,19.0,04.05.2020
04.12.2020,21,ger,hand-sanitizer,desinfektionsmittel,20.0,04.12.2020
19.04.2020,38,ger,hand-sanitizer,desinfektionsmittel,37.0,19.04.2020
26.04.2020,27,ger,hand-sanitizer,desinfektionsmittel,26.0,26.04.2020
05.03.2020,16,ger,hand-sanitizer,desinfektionsmittel,14.0,05.03.2020
05.10.2020,16,ger,hand-sanitizer,desinfektionsmittel,15.0,05.10.2020
17.05.2020,11,ger,hand-sanitizer,desinfektionsmittel,10.0,17.05.2020
24.05.2020,10,ger,hand-sanitizer,desinfektionsmittel,9.0,24.05.2020
31.05.2020,7,ger,hand-sanitizer,desinfektionsmittel,6.0,31.05.2020
06.07.2020,6,ger,hand-sanitizer,desinfektionsmittel,5.0,06.07.2020
14.06.2020,6,ger,hand-sanitizer,desinfektionsmittel,5.0,14.06.2020
21.06.2020,5,ger,hand-sanitizer,desinfektionsmittel,3.0,21.06.2020
28.06.2020,5,ger,hand-sanitizer,desinfektionsmittel,4.0,28.06.2020
07.05.2020,5,ger,hand-sanitizer,desinfektionsmittel,4.0,07.05.2020
07.12.2020,4,ger,hand-sanitizer,desinfektionsmittel,2.0,07.12.2020
19.07.2020,4,ger,hand-sanitizer,desinfektionsmittel,2.0,19.07.2020
26.07.2020,4,ger,hand-sanitizer,desinfektionsmittel,2.0,26.07.2020
08.02.2020,6,ger,hand-sanitizer,desinfektionsmittel,5.0,08.02.2020
08.09.2020,6,ger,hand-sanitizer,desinfektionsmittel,5.0,08.09.2020
16.08.2020,5,ger,hand-sanitizer,desinfektionsmittel,4.0,16.08.2020
23.08.2020,5,ger,hand-sanitizer,desinfektionsmittel,4.0,23.08.2020
30.08.2020,5,ger,hand-sanitizer,desinfektionsmittel,4.0,30.08.2020
09.06.2020,4,ger,hand-sanitizer,desinfektionsmittel,3.0,09.06.2020
13.09.2020,5,ger,hand-sanitizer,desinfektionsmittel,4.0,13.09.2020
20.09.2020,5,ger,hand-sanitizer,desinfektionsmittel,3.0,20.09.2020
27.09.2020,5,ger,hand-sanitizer,desinfektionsmittel,4.0,27.09.2020
10.04.2020,4,ger,hand-sanitizer,desinfektionsmittel,2.0,10.04.2020
10.11.2020,5,ger,hand-sanitizer,desinfektionsmittel,3.0,10.11.2020
18.10.2020,6,ger,hand-sanitizer,desinfektionsmittel,4.0,18.10.2020
25.10.2020,6,ger,hand-sanitizer,desinfektionsmittel,4.0,25.10.2020
11.01.2020,6,ger,hand-sanitizer,desinfektionsmittel,4.0,11.01.2020
11.03.2019,2,nl,hand-sanitizer,desinfectiemiddel,2.0,11.03.2019
11.10.2019,4,nl,hand-sanitizer,desinfectiemiddel,4.0,11.10.2019
17.11.2019,0,nl,hand-sanitizer,desinfectiemiddel,-2.0,17.11.2019
24.11.2019,0,nl,hand-sanitizer,desinfectiemiddel,0.0,24.11.2019
12.01.2019,0,nl,hand-sanitizer,desinfectiemiddel,0.0,12.01.2019
12.08.2019,2,nl,hand-sanitizer,desinfectiemiddel,0.0,12.08.2019
15.12.2019,2,nl,hand-sanitizer,desinfectiemiddel,2.0,15.12.2019
22.12.2019,0,nl,hand-sanitizer,desinfectiemiddel,-3.0,22.12.2019
29.12.2019,2,nl,hand-sanitizer,desinfectiemiddel,2.0,29.12.2019
01.05.2020,2,nl,hand-sanitizer,desinfectiemiddel,0.0,01.05.2020
01.12.2020,2,nl,hand-sanitizer,desinfectiemiddel,0.0,01.12.2020
19.01.2020,0,nl,hand-sanitizer,desinfectiemiddel,-2.0,19.01.2020
26.01.2020,3,nl,hand-sanitizer,desinfectiemiddel,1.0,26.01.2020
02.02.2020,0,nl,hand-sanitizer,desinfectiemiddel,-2.0,02.02.2020
02.09.2020,0,nl,hand-sanitizer,desinfectiemiddel,0.0,02.09.2020
16.02.2020,6,nl,hand-sanitizer,desinfectiemiddel,4.0,16.02.2020
23.02.2020,19,nl,hand-sanitizer,desinfectiemiddel,15.0,23.02.2020
03.01.2020,14,nl,hand-sanitizer,desinfectiemiddel,14.0,03.01.2020
03.08.2020,15,nl,hand-sanitizer,desinfectiemiddel,15.0,03.08.2020
15.03.2020,29,nl,hand-sanitizer,desinfectiemiddel,27.0,15.03.2020
22.03.2020,100,nl,hand-sanitizer,desinfectiemiddel,100.0,22.03.2020
29.03.2020,9,nl,hand-sanitizer,desinfectiemiddel,9.0,29.03.2020
04.05.2020,12,nl,hand-sanitizer,desinfectiemiddel,12.0,04.05.2020
04.12.2020,6,nl,hand-sanitizer,desinfectiemiddel,6.0,04.12.2020
19.04.2020,14,nl,hand-sanitizer,desinfectiemiddel,12.0,19.04.2020
26.04.2020,10,nl,hand-sanitizer,desinfectiemiddel,8.0,26.04.2020
05.03.2020,14,nl,hand-sanitizer,desinfectiemiddel,12.0,05.03.2020
05.10.2020,25,nl,hand-sanitizer,desinfectiemiddel,25.0,05.10.2020
17.05.2020,11,nl,hand-sanitizer,desinfectiemiddel,11.0,17.05.2020
24.05.2020,13,nl,hand-sanitizer,desinfectiemiddel,9.0,24.05.2020
31.05.2020,4,nl,hand-sanitizer,desinfectiemiddel,4.0,31.05.2020
06.07.2020,7,nl,hand-sanitizer,desinfectiemiddel,5.0,06.07.2020
14.06.2020,4,nl,hand-sanitizer,desinfectiemiddel,-2.0,14.06.2020
21.06.2020,4,nl,hand-sanitizer,desinfectiemiddel,4.0,21.06.2020
28.06.2020,4,nl,hand-sanitizer,desinfectiemiddel,2.0,28.06.2020
07.05.2020,5,nl,hand-sanitizer,desinfectiemiddel,5.0,07.05.2020
07.12.2020,6,nl,hand-sanitizer,desinfectiemiddel,-3.0,07.12.2020
19.07.2020,4,nl,hand-sanitizer,desinfectiemiddel,4.0,19.07.2020
26.07.2020,2,nl,hand-sanitizer,desinfectiemiddel,2.0,26.07.2020
08.02.2020,4,nl,hand-sanitizer,desinfectiemiddel,4.0,08.02.2020
08.09.2020,4,nl,hand-sanitizer,desinfectiemiddel,4.0,08.09.2020
16.08.2020,8,nl,hand-sanitizer,desinfectiemiddel,6.0,16.08.2020
23.08.2020,7,nl,hand-sanitizer,desinfectiemiddel,7.0,23.08.2020
30.08.2020,2,nl,hand-sanitizer,desinfectiemiddel,0.0,30.08.2020
09.06.2020,4,nl,hand-sanitizer,desinfectiemiddel,2.0,09.06.2020
13.09.2020,3,nl,hand-sanitizer,desinfectiemiddel,1.0,13.09.2020
20.09.2020,4,nl,hand-sanitizer,desinfectiemiddel,2.0,20.09.2020
27.09.2020,5,nl,hand-sanitizer,desinfectiemiddel,5.0,27.09.2020
10.04.2020,3,nl,hand-sanitizer,desinfectiemiddel,1.0,10.04.2020
10.11.2020,7,nl,hand-sanitizer,desinfectiemiddel,7.0,10.11.2020
18.10.2020,6,nl,hand-sanitizer,desinfectiemiddel,4.0,18.10.2020
25.10.2020,4,nl,hand-sanitizer,desinfectiemiddel,2.0,25.10.2020
11.01.2020,4,nl,hand-sanitizer,desinfectiemiddel,2.0,11.01.2020
11.03.2019,1,uk,hand-sanitizer,hand-sanitizer,0.0,11.03.2019
11.10.2019,1,uk,hand-sanitizer,hand-sanitizer,0.0,11.10.2019
17.11.2019,1,uk,hand-sanitizer,hand-sanitizer,0.0,17.11.2019
24.11.2019,1,uk,hand-sanitizer,hand-sanitizer,0.0,24.11.2019
12.01.2019,1,uk,hand-sanitizer,hand-sanitizer,0.0,12.01.2019
12.08.2019,1,uk,hand-sanitizer,hand-sanitizer,0.0,12.08.2019
15.12.2019,1,uk,hand-sanitizer,hand-sanitizer,0.0,15.12.2019
22.12.2019,1,uk,hand-sanitizer,hand-sanitizer,0.0,22.12.2019
29.12.2019,1,uk,hand-sanitizer,hand-sanitizer,0.0,29.12.2019
01.05.2020,1,uk,hand-sanitizer,hand-sanitizer,0.0,01.05.2020
01.12.2020,1,uk,hand-sanitizer,hand-sanitizer,0.0,01.12.2020
19.01.2020,1,uk,hand-sanitizer,hand-sanitizer,0.0,19.01.2020
26.01.2020,1,uk,hand-sanitizer,hand-sanitizer,0.0,26.01.2020
02.02.2020,1,uk,hand-sanitizer,hand-sanitizer,0.0,02.02.2020
02.09.2020,3,uk,hand-sanitizer,hand-sanitizer,2.0,02.09.2020
16.02.2020,1,uk,hand-sanitizer,hand-sanitizer,0.0,16.02.2020
23.02.2020,13,uk,hand-sanitizer,hand-sanitizer,12.0,23.02.2020
03.01.2020,90,uk,hand-sanitizer,hand-sanitizer,89.0,03.01.2020
03.08.2020,100,uk,hand-sanitizer,hand-sanitizer,99.0,03.08.2020
15.03.2020,85,uk,hand-sanitizer,hand-sanitizer,84.0,15.03.2020
22.03.2020,27,uk,hand-sanitizer,hand-sanitizer,26.0,22.03.2020
29.03.2020,17,uk,hand-sanitizer,hand-sanitizer,16.0,29.03.2020
04.05.2020,11,uk,hand-sanitizer,hand-sanitizer,10.0,04.05.2020
04.12.2020,10,uk,hand-sanitizer,hand-sanitizer,9.0,04.12.2020
19.04.2020,8,uk,hand-sanitizer,hand-sanitizer,7.0,19.04.2020
26.04.2020,7,uk,hand-sanitizer,hand-sanitizer,6.0,26.04.2020
05.03.2020,7,uk,hand-sanitizer,hand-sanitizer,6.0,05.03.2020
05.10.2020,9,uk,hand-sanitizer,hand-sanitizer,8.0,05.10.2020
17.05.2020,8,uk,hand-sanitizer,hand-sanitizer,7.0,17.05.2020
24.05.2020,7,uk,hand-sanitizer,hand-sanitizer,6.0,24.05.2020
31.05.2020,7,uk,hand-sanitizer,hand-sanitizer,6.0,31.05.2020
