date,score,country,term,translated_term,score_difference,date_str,orig_score_diff,display_term,renamed_term,iso_num,iso_alpha,score_diff_positive
2020-02-02,0,nl,hand-sanitizer,desinfectiemiddel,2,2020-02-02,-2,hand sanitizer,hand sanitizer,533.0,NLD,negative
2020-02-09,0,nl,hand-sanitizer,desinfectiemiddel,0,2020-02-09,0,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-02-16,6,nl,hand-sanitizer,desinfectiemiddel,4,2020-02-16,4,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-02-23,19,nl,hand-sanitizer,desinfectiemiddel,15,2020-02-23,15,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-03-01,14,nl,hand-sanitizer,desinfectiemiddel,14,2020-03-01,14,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-03-08,15,nl,hand-sanitizer,desinfectiemiddel,15,2020-03-08,15,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-03-15,29,nl,hand-sanitizer,desinfectiemiddel,27,2020-03-15,27,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-03-22,100,nl,hand-sanitizer,desinfectiemiddel,100,2020-03-22,100,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-03-29,9,nl,hand-sanitizer,desinfectiemiddel,9,2020-03-29,9,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-04-05,12,nl,hand-sanitizer,desinfectiemiddel,12,2020-04-05,12,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-04-12,6,nl,hand-sanitizer,desinfectiemiddel,6,2020-04-12,6,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-04-19,14,nl,hand-sanitizer,desinfectiemiddel,12,2020-04-19,12,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-04-26,10,nl,hand-sanitizer,desinfectiemiddel,8,2020-04-26,8,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-05-03,14,nl,hand-sanitizer,desinfectiemiddel,12,2020-05-03,12,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-05-10,25,nl,hand-sanitizer,desinfectiemiddel,25,2020-05-10,25,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-05-17,11,nl,hand-sanitizer,desinfectiemiddel,11,2020-05-17,11,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-05-24,13,nl,hand-sanitizer,desinfectiemiddel,9,2020-05-24,9,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-05-31,4,nl,hand-sanitizer,desinfectiemiddel,4,2020-05-31,4,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-06-07,7,nl,hand-sanitizer,desinfectiemiddel,5,2020-06-07,5,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-06-14,4,nl,hand-sanitizer,desinfectiemiddel,2,2020-06-14,-2,hand sanitizer,hand sanitizer,533.0,NLD,negative
2020-06-21,4,nl,hand-sanitizer,desinfectiemiddel,4,2020-06-21,4,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-06-28,4,nl,hand-sanitizer,desinfectiemiddel,2,2020-06-28,2,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-07-05,5,nl,hand-sanitizer,desinfectiemiddel,5,2020-07-05,5,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-07-12,6,nl,hand-sanitizer,desinfectiemiddel,3,2020-07-12,-3,hand sanitizer,hand sanitizer,533.0,NLD,negative
2020-07-19,4,nl,hand-sanitizer,desinfectiemiddel,4,2020-07-19,4,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-07-26,2,nl,hand-sanitizer,desinfectiemiddel,2,2020-07-26,2,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-08-02,4,nl,hand-sanitizer,desinfectiemiddel,4,2020-08-02,4,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-08-09,4,nl,hand-sanitizer,desinfectiemiddel,4,2020-08-09,4,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-08-16,8,nl,hand-sanitizer,desinfectiemiddel,6,2020-08-16,6,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-08-23,7,nl,hand-sanitizer,desinfectiemiddel,7,2020-08-23,7,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-08-30,2,nl,hand-sanitizer,desinfectiemiddel,0,2020-08-30,0,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-09-06,4,nl,hand-sanitizer,desinfectiemiddel,2,2020-09-06,2,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-09-13,3,nl,hand-sanitizer,desinfectiemiddel,1,2020-09-13,1,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-09-20,4,nl,hand-sanitizer,desinfectiemiddel,2,2020-09-20,2,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-09-27,5,nl,hand-sanitizer,desinfectiemiddel,5,2020-09-27,5,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-10-04,3,nl,hand-sanitizer,desinfectiemiddel,1,2020-10-04,1,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-10-11,7,nl,hand-sanitizer,desinfectiemiddel,7,2020-10-11,7,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-10-18,6,nl,hand-sanitizer,desinfectiemiddel,4,2020-10-18,4,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-10-25,4,nl,hand-sanitizer,desinfectiemiddel,2,2020-10-25,2,hand sanitizer,hand sanitizer,533.0,NLD,positive
2020-11-01,4,nl,hand-sanitizer,desinfectiemiddel,2,2020-11-01,2,hand sanitizer,hand sanitizer,533.0,NLD,positive
2019-11-03,1,uk,hand-sanitizer,hand-sanitizer,0,2019-11-03,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2019-11-10,1,uk,hand-sanitizer,hand-sanitizer,0,2019-11-10,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2019-11-17,1,uk,hand-sanitizer,hand-sanitizer,0,2019-11-17,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2019-11-24,1,uk,hand-sanitizer,hand-sanitizer,0,2019-11-24,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2019-12-01,1,uk,hand-sanitizer,hand-sanitizer,0,2019-12-01,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2019-12-08,1,uk,hand-sanitizer,hand-sanitizer,0,2019-12-08,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2019-12-15,1,uk,hand-sanitizer,hand-sanitizer,0,2019-12-15,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2019-12-22,1,uk,hand-sanitizer,hand-sanitizer,0,2019-12-22,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2019-12-29,1,uk,hand-sanitizer,hand-sanitizer,0,2019-12-29,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-01-05,1,uk,hand-sanitizer,hand-sanitizer,0,2020-01-05,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-01-12,1,uk,hand-sanitizer,hand-sanitizer,0,2020-01-12,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-01-19,1,uk,hand-sanitizer,hand-sanitizer,0,2020-01-19,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-01-26,1,uk,hand-sanitizer,hand-sanitizer,0,2020-01-26,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-02-02,1,uk,hand-sanitizer,hand-sanitizer,0,2020-02-02,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-02-09,3,uk,hand-sanitizer,hand-sanitizer,2,2020-02-09,2,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-02-16,1,uk,hand-sanitizer,hand-sanitizer,0,2020-02-16,0,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-02-23,13,uk,hand-sanitizer,hand-sanitizer,12,2020-02-23,12,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-03-01,90,uk,hand-sanitizer,hand-sanitizer,89,2020-03-01,89,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-03-08,100,uk,hand-sanitizer,hand-sanitizer,99,2020-03-08,99,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-03-15,85,uk,hand-sanitizer,hand-sanitizer,84,2020-03-15,84,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-03-22,27,uk,hand-sanitizer,hand-sanitizer,26,2020-03-22,26,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-03-29,17,uk,hand-sanitizer,hand-sanitizer,16,2020-03-29,16,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-04-05,11,uk,hand-sanitizer,hand-sanitizer,10,2020-04-05,10,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-04-12,10,uk,hand-sanitizer,hand-sanitizer,9,2020-04-12,9,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-04-19,8,uk,hand-sanitizer,hand-sanitizer,7,2020-04-19,7,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-04-26,7,uk,hand-sanitizer,hand-sanitizer,6,2020-04-26,6,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-05-03,7,uk,hand-sanitizer,hand-sanitizer,6,2020-05-03,6,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-05-10,9,uk,hand-sanitizer,hand-sanitizer,8,2020-05-10,8,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-05-17,8,uk,hand-sanitizer,hand-sanitizer,7,2020-05-17,7,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-05-24,7,uk,hand-sanitizer,hand-sanitizer,6,2020-05-24,6,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-05-31,7,uk,hand-sanitizer,hand-sanitizer,6,2020-05-31,6,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-06-07,6,uk,hand-sanitizer,hand-sanitizer,5,2020-06-07,5,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-06-14,6,uk,hand-sanitizer,hand-sanitizer,5,2020-06-14,5,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-06-21,7,uk,hand-sanitizer,hand-sanitizer,6,2020-06-21,6,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-06-28,6,uk,hand-sanitizer,hand-sanitizer,5,2020-06-28,5,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-07-05,6,uk,hand-sanitizer,hand-sanitizer,5,2020-07-05,5,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-07-12,6,uk,hand-sanitizer,hand-sanitizer,5,2020-07-12,5,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-07-19,5,uk,hand-sanitizer,hand-sanitizer,4,2020-07-19,4,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-07-26,4,uk,hand-sanitizer,hand-sanitizer,3,2020-07-26,3,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-08-02,5,uk,hand-sanitizer,hand-sanitizer,4,2020-08-02,4,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-08-09,4,uk,hand-sanitizer,hand-sanitizer,3,2020-08-09,3,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-08-16,4,uk,hand-sanitizer,hand-sanitizer,3,2020-08-16,3,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-08-23,4,uk,hand-sanitizer,hand-sanitizer,3,2020-08-23,3,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-08-30,5,uk,hand-sanitizer,hand-sanitizer,4,2020-08-30,4,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-09-06,4,uk,hand-sanitizer,hand-sanitizer,3,2020-09-06,3,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-09-13,4,uk,hand-sanitizer,hand-sanitizer,3,2020-09-13,3,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-09-20,5,uk,hand-sanitizer,hand-sanitizer,4,2020-09-20,4,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-09-27,3,uk,hand-sanitizer,hand-sanitizer,2,2020-09-27,2,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-10-04,3,uk,hand-sanitizer,hand-sanitizer,2,2020-10-04,2,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-10-11,3,uk,hand-sanitizer,hand-sanitizer,2,2020-10-11,2,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-10-18,2,uk,hand-sanitizer,hand-sanitizer,1,2020-10-18,1,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-10-25,2,uk,hand-sanitizer,hand-sanitizer,1,2020-10-25,1,hand sanitizer,hand sanitizer,826.0,GBR,positive
2020-11-01,2,uk,hand-sanitizer,hand-sanitizer,1,2020-11-01,1,hand sanitizer,hand sanitizer,826.0,GBR,positive
2019-11-03,64,ger,pasta,pasta,4,2019-11-03,4,pasta,pasta,276.0,DEU,positive
2019-11-10,65,ger,pasta,pasta,1,2019-11-10,1,pasta,pasta,276.0,DEU,positive
2019-11-17,73,ger,pasta,pasta,23,2019-11-17,23,pasta,pasta,276.0,DEU,positive
2019-11-24,53,ger,pasta,pasta,4,2019-11-24,-4,pasta,pasta,276.0,DEU,negative
2019-12-01,64,ger,pasta,pasta,8,2019-12-01,8,pasta,pasta,276.0,DEU,positive
2019-12-08,62,ger,pasta,pasta,0,2019-12-08,0,pasta,pasta,276.0,DEU,positive
2019-12-15,59,ger,pasta,pasta,2,2019-12-15,-2,pasta,pasta,276.0,DEU,negative
2019-12-22,70,ger,pasta,pasta,5,2019-12-22,5,pasta,pasta,276.0,DEU,positive
2019-12-29,67,ger,pasta,pasta,0,2019-12-29,0,pasta,pasta,276.0,DEU,positive
2020-01-05,67,ger,pasta,pasta,3,2020-01-05,3,pasta,pasta,276.0,DEU,positive
2020-01-12,70,ger,pasta,pasta,10,2020-01-12,10,pasta,pasta,276.0,DEU,positive
2020-01-19,67,ger,pasta,pasta,8,2020-01-19,8,pasta,pasta,276.0,DEU,positive
2020-01-26,63,ger,pasta,pasta,0,2020-01-26,0,pasta,pasta,276.0,DEU,positive
2020-02-02,64,ger,pasta,pasta,0,2020-02-02,0,pasta,pasta,276.0,DEU,positive
2020-02-09,65,ger,pasta,pasta,3,2020-02-09,3,pasta,pasta,276.0,DEU,positive
2020-02-16,66,ger,pasta,pasta,5,2020-02-16,5,pasta,pasta,276.0,DEU,positive
2020-02-23,70,ger,pasta,pasta,7,2020-02-23,7,pasta,pasta,276.0,DEU,positive
2020-03-01,65,ger,pasta,pasta,8,2020-03-01,8,pasta,pasta,276.0,DEU,positive
2020-03-08,64,ger,pasta,pasta,2,2020-03-08,2,pasta,pasta,276.0,DEU,positive
2020-03-15,67,ger,pasta,pasta,3,2020-03-15,3,pasta,pasta,276.0,DEU,positive
2020-03-22,76,ger,pasta,pasta,19,2020-03-22,19,pasta,pasta,276.0,DEU,positive
2020-03-29,81,ger,pasta,pasta,19,2020-03-29,19,pasta,pasta,276.0,DEU,positive
2020-04-05,83,ger,pasta,pasta,22,2020-04-05,22,pasta,pasta,276.0,DEU,positive
2020-04-12,83,ger,pasta,pasta,24,2020-04-12,24,pasta,pasta,276.0,DEU,positive
2020-04-19,77,ger,pasta,pasta,14,2020-04-19,14,pasta,pasta,276.0,DEU,positive
2020-04-26,100,ger,pasta,pasta,37,2020-04-26,37,pasta,pasta,276.0,DEU,positive
2020-05-03,80,ger,pasta,pasta,18,2020-05-03,18,pasta,pasta,276.0,DEU,positive
2020-05-10,71,ger,pasta,pasta,4,2020-05-10,4,pasta,pasta,276.0,DEU,positive
2020-05-17,77,ger,pasta,pasta,15,2020-05-17,15,pasta,pasta,276.0,DEU,positive
2020-05-24,76,ger,pasta,pasta,13,2020-05-24,13,pasta,pasta,276.0,DEU,positive
2020-05-31,75,ger,pasta,pasta,21,2020-05-31,21,pasta,pasta,276.0,DEU,positive
2020-06-07,73,ger,pasta,pasta,12,2020-06-07,12,pasta,pasta,276.0,DEU,positive
2020-06-14,69,ger,pasta,pasta,10,2020-06-14,10,pasta,pasta,276.0,DEU,positive
2020-06-21,63,ger,pasta,pasta,9,2020-06-21,9,pasta,pasta,276.0,DEU,positive
2020-06-28,66,ger,pasta,pasta,11,2020-06-28,11,pasta,pasta,276.0,DEU,positive
2020-07-05,74,ger,pasta,pasta,18,2020-07-05,18,pasta,pasta,276.0,DEU,positive
2020-07-12,78,ger,pasta,pasta,24,2020-07-12,24,pasta,pasta,276.0,DEU,positive
2020-07-19,73,ger,pasta,pasta,16,2020-07-19,16,pasta,pasta,276.0,DEU,positive
2020-07-26,74,ger,pasta,pasta,14,2020-07-26,14,pasta,pasta,276.0,DEU,positive
2020-08-02,67,ger,pasta,pasta,4,2020-08-02,4,pasta,pasta,276.0,DEU,positive
2020-08-09,64,ger,pasta,pasta,3,2020-08-09,3,pasta,pasta,276.0,DEU,positive
2020-08-16,65,ger,pasta,pasta,5,2020-08-16,5,pasta,pasta,276.0,DEU,positive
2020-08-23,82,ger,pasta,pasta,19,2020-08-23,19,pasta,pasta,276.0,DEU,positive
2020-08-30,83,ger,pasta,pasta,22,2020-08-30,22,pasta,pasta,276.0,DEU,positive
2020-09-06,66,ger,pasta,pasta,6,2020-09-06,6,pasta,pasta,276.0,DEU,positive
2020-09-13,64,ger,pasta,pasta,1,2020-09-13,1,pasta,pasta,276.0,DEU,positive
2020-09-20,68,ger,pasta,pasta,8,2020-09-20,8,pasta,pasta,276.0,DEU,positive
2020-09-27,75,ger,pasta,pasta,5,2020-09-27,5,pasta,pasta,276.0,DEU,positive
2020-10-04,75,ger,pasta,pasta,11,2020-10-04,11,pasta,pasta,276.0,DEU,positive
2020-10-11,82,ger,pasta,pasta,22,2020-10-11,22,pasta,pasta,276.0,DEU,positive
2020-10-18,71,ger,pasta,pasta,8,2020-10-18,8,pasta,pasta,276.0,DEU,positive
2020-10-25,75,ger,pasta,pasta,10,2020-10-25,10,pasta,pasta,276.0,DEU,positive
2020-11-01,72,ger,pasta,pasta,8,2020-11-01,8,pasta,pasta,276.0,DEU,positive
2019-11-03,72,nl,pasta,pasta,6,2019-11-03,6,pasta,pasta,533.0,NLD,positive
2019-11-10,66,nl,pasta,pasta,1,2019-11-10,-1,pasta,pasta,533.0,NLD,negative
2019-11-17,69,nl,pasta,pasta,10,2019-11-17,10,pasta,pasta,533.0,NLD,positive
2019-11-24,65,nl,pasta,pasta,2,2019-11-24,2,pasta,pasta,533.0,NLD,positive
2019-12-01,67,nl,pasta,pasta,8,2019-12-01,8,pasta,pasta,533.0,NLD,positive
2019-12-08,65,nl,pasta,pasta,4,2019-12-08,4,pasta,pasta,533.0,NLD,positive
2019-12-15,62,nl,pasta,pasta,2,2019-12-15,-2,pasta,pasta,533.0,NLD,negative
2019-12-22,58,nl,pasta,pasta,2,2019-12-22,2,pasta,pasta,533.0,NLD,positive
2019-12-29,74,nl,pasta,pasta,0,2019-12-29,0,pasta,pasta,533.0,NLD,positive
2020-01-05,88,nl,pasta,pasta,16,2020-01-05,16,pasta,pasta,533.0,NLD,positive
2020-01-12,79,nl,pasta,pasta,5,2020-01-12,5,pasta,pasta,533.0,NLD,positive
2020-01-19,78,nl,pasta,pasta,11,2020-01-19,11,pasta,pasta,533.0,NLD,positive
2020-01-26,81,nl,pasta,pasta,10,2020-01-26,10,pasta,pasta,533.0,NLD,positive
2020-02-02,81,nl,pasta,pasta,5,2020-02-02,5,pasta,pasta,533.0,NLD,positive
2020-02-09,79,nl,pasta,pasta,6,2020-02-09,6,pasta,pasta,533.0,NLD,positive
2020-02-16,84,nl,pasta,pasta,12,2020-02-16,12,pasta,pasta,533.0,NLD,positive
2020-02-23,79,nl,pasta,pasta,5,2020-02-23,5,pasta,pasta,533.0,NLD,positive
2020-03-01,87,nl,pasta,pasta,16,2020-03-01,16,pasta,pasta,533.0,NLD,positive
2020-03-08,75,nl,pasta,pasta,0,2020-03-08,0,pasta,pasta,533.0,NLD,positive
2020-03-15,70,nl,pasta,pasta,3,2020-03-15,3,pasta,pasta,533.0,NLD,positive
2020-03-22,84,nl,pasta,pasta,12,2020-03-22,12,pasta,pasta,533.0,NLD,positive
2020-03-29,86,nl,pasta,pasta,15,2020-03-29,15,pasta,pasta,533.0,NLD,positive
2020-04-05,89,nl,pasta,pasta,17,2020-04-05,17,pasta,pasta,533.0,NLD,positive
2020-04-12,96,nl,pasta,pasta,25,2020-04-12,25,pasta,pasta,533.0,NLD,positive
2020-04-19,94,nl,pasta,pasta,36,2020-04-19,36,pasta,pasta,533.0,NLD,positive
2020-04-26,100,nl,pasta,pasta,26,2020-04-26,26,pasta,pasta,533.0,NLD,positive
2020-05-03,97,nl,pasta,pasta,28,2020-05-03,28,pasta,pasta,533.0,NLD,positive
2020-05-10,97,nl,pasta,pasta,27,2020-05-10,27,pasta,pasta,533.0,NLD,positive
2020-05-17,91,nl,pasta,pasta,18,2020-05-17,18,pasta,pasta,533.0,NLD,positive
2020-05-24,87,nl,pasta,pasta,18,2020-05-24,18,pasta,pasta,533.0,NLD,positive
2020-05-31,87,nl,pasta,pasta,17,2020-05-31,17,pasta,pasta,533.0,NLD,positive
2020-06-07,93,nl,pasta,pasta,28,2020-06-07,28,pasta,pasta,533.0,NLD,positive
2020-06-14,84,nl,pasta,pasta,16,2020-06-14,16,pasta,pasta,533.0,NLD,positive
2020-06-21,80,nl,pasta,pasta,11,2020-06-21,11,pasta,pasta,533.0,NLD,positive
2020-06-28,79,nl,pasta,pasta,10,2020-06-28,10,pasta,pasta,533.0,NLD,positive
2020-07-05,86,nl,pasta,pasta,12,2020-07-05,12,pasta,pasta,533.0,NLD,positive
2020-07-12,81,nl,pasta,pasta,7,2020-07-12,7,pasta,pasta,533.0,NLD,positive
2020-07-19,90,nl,pasta,pasta,11,2020-07-19,11,pasta,pasta,533.0,NLD,positive
2020-07-26,89,nl,pasta,pasta,17,2020-07-26,17,pasta,pasta,533.0,NLD,positive
2020-08-02,89,nl,pasta,pasta,21,2020-08-02,21,pasta,pasta,533.0,NLD,positive
2020-08-09,92,nl,pasta,pasta,13,2020-08-09,13,pasta,pasta,533.0,NLD,positive
2020-08-16,91,nl,pasta,pasta,12,2020-08-16,12,pasta,pasta,533.0,NLD,positive
2020-08-23,87,nl,pasta,pasta,12,2020-08-23,12,pasta,pasta,533.0,NLD,positive
2020-08-30,87,nl,pasta,pasta,17,2020-08-30,17,pasta,pasta,533.0,NLD,positive
2020-09-06,86,nl,pasta,pasta,11,2020-09-06,11,pasta,pasta,533.0,NLD,positive
2020-09-13,86,nl,pasta,pasta,12,2020-09-13,12,pasta,pasta,533.0,NLD,positive
2020-09-20,83,nl,pasta,pasta,9,2020-09-20,9,pasta,pasta,533.0,NLD,positive
2020-09-27,84,nl,pasta,pasta,12,2020-09-27,12,pasta,pasta,533.0,NLD,positive
2020-10-04,85,nl,pasta,pasta,14,2020-10-04,14,pasta,pasta,533.0,NLD,positive
2020-10-11,92,nl,pasta,pasta,21,2020-10-11,21,pasta,pasta,533.0,NLD,positive
2020-10-18,85,nl,pasta,pasta,8,2020-10-18,8,pasta,pasta,533.0,NLD,positive
2020-10-25,87,nl,pasta,pasta,13,2020-10-25,13,pasta,pasta,533.0,NLD,positive
2020-11-01,87,nl,pasta,pasta,15,2020-11-01,15,pasta,pasta,533.0,NLD,positive
2019-11-03,57,uk,pasta,pasta,5,2019-11-03,5,pasta,pasta,826.0,GBR,positive
2019-11-10,56,uk,pasta,pasta,4,2019-11-10,4,pasta,pasta,826.0,GBR,positive
2019-11-17,55,uk,pasta,pasta,5,2019-11-17,5,pasta,pasta,826.0,GBR,positive
2019-11-24,51,uk,pasta,pasta,3,2019-11-24,3,pasta,pasta,826.0,GBR,positive
2019-12-01,49,uk,pasta,pasta,3,2019-12-01,3,pasta,pasta,826.0,GBR,positive
2019-12-08,47,uk,pasta,pasta,1,2019-12-08,1,pasta,pasta,826.0,GBR,positive
2019-12-15,49,uk,pasta,pasta,9,2019-12-15,9,pasta,pasta,826.0,GBR,positive
2019-12-22,38,uk,pasta,pasta,3,2019-12-22,3,pasta,pasta,826.0,GBR,positive
2019-12-29,62,uk,pasta,pasta,2,2019-12-29,2,pasta,pasta,826.0,GBR,positive
2020-01-05,74,uk,pasta,pasta,5,2020-01-05,5,pasta,pasta,826.0,GBR,positive
2020-01-12,69,uk,pasta,pasta,1,2020-01-12,1,pasta,pasta,826.0,GBR,positive
2020-01-19,70,uk,pasta,pasta,8,2020-01-19,8,pasta,pasta,826.0,GBR,positive
2020-01-26,64,uk,pasta,pasta,5,2020-01-26,5,pasta,pasta,826.0,GBR,positive
2020-02-02,67,uk,pasta,pasta,5,2020-02-02,5,pasta,pasta,826.0,GBR,positive
2020-02-09,66,uk,pasta,pasta,7,2020-02-09,7,pasta,pasta,826.0,GBR,positive
2020-02-16,66,uk,pasta,pasta,7,2020-02-16,7,pasta,pasta,826.0,GBR,positive
2020-02-23,64,uk,pasta,pasta,5,2020-02-23,5,pasta,pasta,826.0,GBR,positive
2020-03-01,67,uk,pasta,pasta,7,2020-03-01,7,pasta,pasta,826.0,GBR,positive
2020-03-08,69,uk,pasta,pasta,9,2020-03-08,9,pasta,pasta,826.0,GBR,positive
2020-03-15,93,uk,pasta,pasta,35,2020-03-15,35,pasta,pasta,826.0,GBR,positive
2020-03-22,90,uk,pasta,pasta,31,2020-03-22,31,pasta,pasta,826.0,GBR,positive
2020-03-29,100,uk,pasta,pasta,45,2020-03-29,45,pasta,pasta,826.0,GBR,positive
2020-04-05,99,uk,pasta,pasta,40,2020-04-05,40,pasta,pasta,826.0,GBR,positive
2020-04-12,100,uk,pasta,pasta,47,2020-04-12,47,pasta,pasta,826.0,GBR,positive
2020-04-19,95,uk,pasta,pasta,43,2020-04-19,43,pasta,pasta,826.0,GBR,positive
2020-04-26,89,uk,pasta,pasta,34,2020-04-26,34,pasta,pasta,826.0,GBR,positive
2020-05-03,88,uk,pasta,pasta,31,2020-05-03,31,pasta,pasta,826.0,GBR,positive
2020-05-10,88,uk,pasta,pasta,34,2020-05-10,34,pasta,pasta,826.0,GBR,positive
2020-05-17,83,uk,pasta,pasta,32,2020-05-17,32,pasta,pasta,826.0,GBR,positive
2020-05-24,77,uk,pasta,pasta,25,2020-05-24,25,pasta,pasta,826.0,GBR,positive
2020-05-31,76,uk,pasta,pasta,24,2020-05-31,24,pasta,pasta,826.0,GBR,positive
2020-06-07,76,uk,pasta,pasta,21,2020-06-07,21,pasta,pasta,826.0,GBR,positive
2020-06-14,71,uk,pasta,pasta,17,2020-06-14,17,pasta,pasta,826.0,GBR,positive
2020-06-21,69,uk,pasta,pasta,19,2020-06-21,19,pasta,pasta,826.0,GBR,positive
2020-06-28,70,uk,pasta,pasta,17,2020-06-28,17,pasta,pasta,826.0,GBR,positive
2020-07-05,68,uk,pasta,pasta,15,2020-07-05,15,pasta,pasta,826.0,GBR,positive
2020-07-12,65,uk,pasta,pasta,8,2020-07-12,8,pasta,pasta,826.0,GBR,positive
2020-07-19,69,uk,pasta,pasta,17,2020-07-19,17,pasta,pasta,826.0,GBR,positive
2020-07-26,65,uk,pasta,pasta,9,2020-07-26,9,pasta,pasta,826.0,GBR,positive
2020-08-02,67,uk,pasta,pasta,9,2020-08-02,9,pasta,pasta,826.0,GBR,positive
2020-08-09,66,uk,pasta,pasta,10,2020-08-09,10,pasta,pasta,826.0,GBR,positive
2020-08-16,65,uk,pasta,pasta,8,2020-08-16,8,pasta,pasta,826.0,GBR,positive
2020-08-23,68,uk,pasta,pasta,10,2020-08-23,10,pasta,pasta,826.0,GBR,positive
2020-08-30,71,uk,pasta,pasta,12,2020-08-30,12,pasta,pasta,826.0,GBR,positive
2020-09-06,72,uk,pasta,pasta,12,2020-09-06,12,pasta,pasta,826.0,GBR,positive
